ResourceID,Statement of Responsibility,Language,Publisher,Date of Publication,Publication Location Name,Contributor,Subject(s),Bibliographic Item Description text,Bibliographic Source Title,Page(s),Resource ID,Language,External Cross Reference Source,Title Type,External Cross Reference Number,Journal or Serial ,Bibliographic Source Type,External Cross Reference Notes,Copyright Type,Editor,Volume number/part,Copyright Description,File,Author,Period(s),Bibliographic Item Description Type
39725176-ff25-40da-92b3-dffb5293fec4,"Anderson, C. H. C.",English,Archaeological Institute of Great Britain and Ireland,1879,,,,,A few words on towers and spires,,39725176-ff25-40da-92b3-dffb5293fec4,English,Lincoln Heritage Database (Sources),Primary,1168,,Article,,,,,,,,,
39725176-ff25-40da-92b3-dffb5293fec4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
39cc7fdc-fac8-4131-8731-5bad10d09dda,"Wragg, K.",English,City of Lincoln Archaeology Unit,2001,,,,,"Extension to The Bromhead Hospital, Nettleham Road, Lincoln, Archaeological Watching Brief",,39cc7fdc-fac8-4131-8731-5bad10d09dda,English,Lincoln Heritage Database (Sources),Primary,1676,,Watching Brief Report,,,,,,,,,
39cc7fdc-fac8-4131-8731-5bad10d09dda,,English,,,,,,,,,,English,,,,,,,,,,,,,,
39d33492-638b-49df-8cdb-d9742041e8fb,"White, A. J.",English,Society for Lincolnshire History and Archaeology,1981,,,,,"Hawhill, Swanpool",,39d33492-638b-49df-8cdb-d9742041e8fb,English,Lincoln Heritage Database (Sources),Primary,517,,Article,,,,,,,,,
39d33492-638b-49df-8cdb-d9742041e8fb,,English,,,,,,,,,,English,,,,,,,,,,,,,,
39e61f9f-9daf-4f00-9f68-710240fc8abc,M & M Archaeological Services,English,M & M Archaeological Services,2007,,,,,"Results of Archaeological Evaluation: Land at Carline Road, Lincoln, Lincolnshire.",,39e61f9f-9daf-4f00-9f68-710240fc8abc,English,Lincoln Heritage Database (Sources),Primary,2111,,Evaluation Report,,,,,,,,,
39e61f9f-9daf-4f00-9f68-710240fc8abc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
39ef7379-113c-454e-b60c-e9428c9a2ebb,"Mills, D.",English,Society for Lincolnshire History and Archaeology,1995,,,,,"The Founding Fathers of the City School, Lincoln",,39ef7379-113c-454e-b60c-e9428c9a2ebb,English,Lincoln Heritage Database (Sources),Primary,2396,,Article,,,,,,,,,
39ef7379-113c-454e-b60c-e9428c9a2ebb,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a1e3361-607a-4591-997f-99390c36a6e7,"Trimble, R.",English,City of Lincoln Archaeology Unit,2002,,,,,"The Former Falstaff Public House, 270 High Street. Archaeological Evaluation.",,3a1e3361-607a-4591-997f-99390c36a6e7,English,Lincoln Heritage Database (Sources),Primary,1782,,Evaluation Report,,,,,,,,,
3a1e3361-607a-4591-997f-99390c36a6e7,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a2a6254-e726-4fd7-8f2b-4241a464edfb,"Johnson, C..",English,The Survey of Lincoln,2008,,,,,Between Paradise and a rubbish dump,,3a2a6254-e726-4fd7-8f2b-4241a464edfb,English,Lincoln Heritage Database (Sources),Primary,2457,,Article,,,,,,,,,
3a2a6254-e726-4fd7-8f2b-4241a464edfb,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a39f8aa-5ba8-4ab6-a628-c1dc7e9cdf00,"Ketteringham, J.",English,Society for Lincolnshire History and Archaeology,1993,,,,,The Quarter Bells of Lincoln Cathedral,,3a39f8aa-5ba8-4ab6-a628-c1dc7e9cdf00,English,Lincoln Heritage Database (Sources),Primary,2395,,Article,,,,,,,,,
3a39f8aa-5ba8-4ab6-a628-c1dc7e9cdf00,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a46927f-9e07-4183-b138-1a1ce9092bd5,,English,Society for the Promotion of Roman Studies,1958,,,,,Journal of Roman Studies 48,,3a46927f-9e07-4183-b138-1a1ce9092bd5,English,Lincoln Heritage Database (Sources),Primary,4275,,Journal,,,,,,,,,
3a46927f-9e07-4183-b138-1a1ce9092bd5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a5357fe-0f28-4724-aaec-1cd99f871172,,English,English Heritage,2007,,,,,Conservation Bulletin 56,,3a5357fe-0f28-4724-aaec-1cd99f871172,English,Lincoln Heritage Database (Sources),Primary,4327,,Journal,,,,,,,,,
3a5357fe-0f28-4724-aaec-1cd99f871172,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a72ed23-db2a-412f-92f1-c2b08496932a,"Trimble, R.",English,,1995,,,,,"Harding House, 48-53 Steep Hill, Lincoln. Archive Report",,3a72ed23-db2a-412f-92f1-c2b08496932a,English,Lincoln Heritage Database (Sources),Primary,1020,,Interim Report,,,,,,,,,
3a72ed23-db2a-412f-92f1-c2b08496932a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a736448-8359-459c-b3e0-781e25706902,"Cool, H. E. M. and Price, J.",English,Society for the Promotion of Roman Studies,1988,,,,,Glass,,3a736448-8359-459c-b3e0-781e25706902,English,Lincoln Heritage Database (Sources),Primary,95,,Article,,,,,,,,,
3a736448-8359-459c-b3e0-781e25706902,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a86f250-744d-48cd-a698-d31cd5a56264,"Bassett, S.",English,Leicester University Press,1989,,,,,The Origins of the Anglo-Saxon Kingdoms,,3a86f250-744d-48cd-a698-d31cd5a56264,English,Lincoln Heritage Database (Sources),Primary,4404,,Volume,,,,,,,,,
3a86f250-744d-48cd-a698-d31cd5a56264,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a881ec0-2ff6-49b1-832b-00109360c895,,English,Archaeological Institute of Great Britain and Ireland,1859,,,,,Archaeological Journal 16,,3a881ec0-2ff6-49b1-832b-00109360c895,English,Lincoln Heritage Database (Sources),Primary,4193,,Journal,,,,,,,,,
3a881ec0-2ff6-49b1-832b-00109360c895,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a8eb93b-bae4-4424-9114-0fa7da2a7ca0,"Hall, R. A.",English,Council for British Archaeology for York Archaeological Trust,1983,,,,,"The Excavations at York. The ViKing, D.ig, The Archaeology of York, 14/4",,3a8eb93b-bae4-4424-9114-0fa7da2a7ca0,English,Lincoln Heritage Database (Sources),Primary,4076,,Volume,,,,,,,,,
3a8eb93b-bae4-4424-9114-0fa7da2a7ca0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3a975f38-27cb-4936-b195-b6c10f601162,"Wacher, J. S",English,Society of Antiquaries,1979,,,,,Silver Street,,3a975f38-27cb-4936-b195-b6c10f601162,English,Lincoln Heritage Database (Sources),Primary,500,,Article,,,,,,,,,
3a975f38-27cb-4936-b195-b6c10f601162,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3ad6b35d-0f40-4d63-9c0b-23aa7fdb0945,"Mann, Jenny",English,City of Lincoln Archaeology Unit,1993,,,,,Roman Wall Veneers,,3ad6b35d-0f40-4d63-9c0b-23aa7fdb0945,English,Lincoln Heritage Database (Sources),Primary,370,,Article,,,,,,,,,
3ad6b35d-0f40-4d63-9c0b-23aa7fdb0945,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3ae0bd08-aee1-4ea4-b4f2-3c9e1eaf06a5,"Brook, K. and Allen, M.",English,Allen Archaeological Associates,2010,,,,,"Archaeological Evaluation report: Trial Trenching in advance of the Lindongate redevelopment project (phase 2), Lincoln, Lincolnshire",,3ae0bd08-aee1-4ea4-b4f2-3c9e1eaf06a5,English,Lincoln Heritage Database (Sources),Primary,2675,,Evaluation Report,,,,,,,,,
3ae0bd08-aee1-4ea4-b4f2-3c9e1eaf06a5,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3ae58694-1c34-4518-b786-1c9537438c3e,"Smith, M.",English,The Survey of Lincoln,2010,,,,,Eastcliff House,,3ae58694-1c34-4518-b786-1c9537438c3e,English,Lincoln Heritage Database (Sources),Primary,2612,,Article,,,,,,,,,
3ae58694-1c34-4518-b786-1c9537438c3e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3af29ea2-ff25-40cc-a702-d3cfeae85e8e,"McKinley, J. I.",English,St Albans Museum,,,,,,"Romano-British Cremations from St Stephens Cemetery, St Albans",,3af29ea2-ff25-40cc-a702-d3cfeae85e8e,English,Lincoln Heritage Database (Sources),Primary,704,,Report,,,,,,,,,
3af29ea2-ff25-40cc-a702-d3cfeae85e8e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b2e0bd2-0ac9-404a-a6ea-5131bca9b993,"Marjoram, J. and Moore, C. N.",English,Society for Lincolnshire History and Archaeology,1975,,,,,Medieval ridge tile from Lincoln,,3b2e0bd2-0ac9-404a-a6ea-5131bca9b993,English,Lincoln Heritage Database (Sources),Primary,371,,Article,,,,,,,,,
3b2e0bd2-0ac9-404a-a6ea-5131bca9b993,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b3ccee4-4e8d-498b-adc0-71e0feeade50,"Donel, L.",English,City of Lincoln Archaeology Unit,1993,,,,,Lincoln Castle Service Trenching. Archaeological Recording Report,,3b3ccee4-4e8d-498b-adc0-71e0feeade50,English,Lincoln Heritage Database (Sources),Primary,140,,Watching Brief Report,,,,,,,,,
3b3ccee4-4e8d-498b-adc0-71e0feeade50,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b45a4a9-58a1-466e-bccc-9440ba080d02,,English,Associated Architectural Societies,1896,,,,,"Associated Architectural Societies, Reports and papers 21",,3b45a4a9-58a1-466e-bccc-9440ba080d02,English,Lincoln Heritage Database (Sources),Primary,4375,,Journal,,,,,,,,,
3b45a4a9-58a1-466e-bccc-9440ba080d02,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b45bf0c-74c1-434a-891b-7ea81e3b9f1a,"Colvin, Howard",English,Yale University Press,2008,,,,,A Biographical Dictionary of British Architects 1600-1840,,3b45bf0c-74c1-434a-891b-7ea81e3b9f1a,English,Lincoln Heritage Database (Sources),Primary,2301,,Volume,,,,,,,,,
3b45bf0c-74c1-434a-891b-7ea81e3b9f1a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b6e2d17-28b3-4f9c-adbf-55995f807040,"Cameron, Kenneth",English,English Place-Name Society,1985,,,,,The Place-Names of Lincolnshire. Part 1: The place names of the county of the City of Lincoln,,3b6e2d17-28b3-4f9c-adbf-55995f807040,English,Lincoln Heritage Database (Sources),Primary,60,,Volume,,,,,,,,,
3b6e2d17-28b3-4f9c-adbf-55995f807040,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b7349b0-ac0e-43c9-9676-ae3befae5696,"Jacob, W.",English,Society for Lincolnshire History and Archaeology,1998,,,,,"The Parish Church of St Michael on the Mount, Lincoln",,3b7349b0-ac0e-43c9-9676-ae3befae5696,English,Lincoln Heritage Database (Sources),Primary,2404,,Article,,,,,,,,,
3b7349b0-ac0e-43c9-9676-ae3befae5696,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b73d1ec-f60b-4e4a-939c-6ed77ee35b44,"Healey, R. H.",English,Unpublished,1968,,,,,Glossary of pottery terms,,3b73d1ec-f60b-4e4a-939c-6ed77ee35b44,English,Lincoln Heritage Database (Sources),Primary,884,,Volume,,,,,,,,,
3b73d1ec-f60b-4e4a-939c-6ed77ee35b44,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b93ae23-a74d-4aa1-9e78-1aa1fa89f4fa,Construction Materials Testing Ltd.,English,Unpublished,1991,,,,,Report on mortar samples taken from wall,,3b93ae23-a74d-4aa1-9e78-1aa1fa89f4fa,English,Lincoln Heritage Database (Sources),Primary,575,,Report,,,,,,,,,
3b93ae23-a74d-4aa1-9e78-1aa1fa89f4fa,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3b9cb39b-23a2-4210-bff5-279e9924c594,"Washbourn, P./ Lincolnshire Echo Newspapers",English,The Breedon Books Publishing Company,2000,,,,,Lincoln,,3b9cb39b-23a2-4210-bff5-279e9924c594,English,Lincoln Heritage Database (Sources),Primary,1572,,Volume,,,,,,,,,
3b9cb39b-23a2-4210-bff5-279e9924c594,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3bc3bc8f-2b5c-4e4c-a59f-50237cffbc38,"Parsons, D.",English,,1977,,,,,The Pre-Romanesque church of St-Riquier: the documentary evidence,,3bc3bc8f-2b5c-4e4c-a59f-50237cffbc38,English,Lincoln Heritage Database (Sources),Primary,865,,Article,,,,,,,,,
3bc3bc8f-2b5c-4e4c-a59f-50237cffbc38,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3bc9b026-ff78-45e8-a8cc-995393b5e764,"Bennet, M.",English,Society for Lincolnshire History and Archaeology,2009,,,,,"Lincoln: Lucy Tower, Lincoln Castle",,3bc9b026-ff78-45e8-a8cc-995393b5e764,English,Lincoln Heritage Database (Sources),Primary,2787,,Article,,,,,,,,,
3bc9b026-ff78-45e8-a8cc-995393b5e764,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3bfb49c6-c374-42d9-b733-a18c94c96a29,"Griffiths, M.",English,M & M Archaeological Services,2008,,,,,"Results of an Archaeological Watching Brief on land to the northwest of Nettleham Road, Lincoln",,3bfb49c6-c374-42d9-b733-a18c94c96a29,English,Lincoln Heritage Database (Sources),Primary,2175,,Watching Brief Report,,,,,,,,,
3bfb49c6-c374-42d9-b733-a18c94c96a29,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3bff1cbf-845e-46e0-8ee8-5bb8db5663a4,"Cherry, J.",English,,1991,,,,,Pottery and Tile,,3bff1cbf-845e-46e0-8ee8-5bb8db5663a4,English,Lincoln Heritage Database (Sources),Primary,880,,Volume,,,,,,,,,
3bff1cbf-845e-46e0-8ee8-5bb8db5663a4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3c1c5a9f-15d6-459e-b765-1fd46cb28717,"Scott, S.",English,Unpublished,1988,,,,,Animal bones from a series of sites,,3c1c5a9f-15d6-459e-b765-1fd46cb28717,English,Lincoln Heritage Database (Sources),Primary,638,,Report,,,,,,,,,
3c1c5a9f-15d6-459e-b765-1fd46cb28717,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3c22c00e-5157-4bba-83e1-db681894c546,"Smith, A.",English,Lincoln City and County Museum,1910,,,,,Coins of the Roman Period Found in Lincolnshire (Part 1),,3c22c00e-5157-4bba-83e1-db681894c546,English,Lincoln Heritage Database (Sources),Primary,1792,,Volume,,,,,,,,,
3c22c00e-5157-4bba-83e1-db681894c546,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3c27108b-e47c-4a19-b0d2-cf82ab552ca1,"Donel, Lisa",English,City of Lincoln Archaeology Unit,1992,,,,,Central Library,,3c27108b-e47c-4a19-b0d2-cf82ab552ca1,English,Lincoln Heritage Database (Sources),Primary,137,,Article,,,,,,,,,
3c27108b-e47c-4a19-b0d2-cf82ab552ca1,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3c37462e-406c-46f1-866d-3f9c1b1c76c8,"Mills, D.",English,Society for Lincolnshire History and Archaeology,2007,,,,,"The Cow Paddle, Lincoln 1855. A plan, a cemetery, a boiling copper and a furnace",,3c37462e-406c-46f1-866d-3f9c1b1c76c8,English,Lincoln Heritage Database (Sources),Primary,2068,,Article,,,,,,,,,
3c37462e-406c-46f1-866d-3f9c1b1c76c8,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3c3f3051-a6d9-4abd-9ced-afaaf3e5675e,,English,J. W. Ruddock,1907,,,,,City of Lincoln Directory,,3c3f3051-a6d9-4abd-9ced-afaaf3e5675e,English,Lincoln Heritage Database (Sources),Primary,1998,,Volume,,,,,,,,,
3c3f3051-a6d9-4abd-9ced-afaaf3e5675e,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3c408be4-86a4-48b8-beb4-844f8bce3ecc,,English,Associated Architectural Societies,1879,,,,,"Associated Architectural Societies, Reports and papers 15",,3c408be4-86a4-48b8-beb4-844f8bce3ecc,English,Lincoln Heritage Database (Sources),Primary,4370,,Journal,,,,,,,,,
3c408be4-86a4-48b8-beb4-844f8bce3ecc,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3c4d0607-6980-4df2-9980-ca928136ffc7,"Ford, D. A.",English,City Museum & Art Gallery,1995,,,,,"Medieval Pottery in Staffordshire, AD800-1600: A Review",,3c4d0607-6980-4df2-9980-ca928136ffc7,English,Lincoln Heritage Database (Sources),Primary,874,,Volume,,,,,,,,,
3c4d0607-6980-4df2-9980-ca928136ffc7,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3c8f779f-6cb6-4935-ad33-6f6d2cdfb30c,Cook,English,W. J. Cook & Co.,1895,,,,,City of Lincoln and District Directory,,3c8f779f-6cb6-4935-ad33-6f6d2cdfb30c,English,Lincoln Heritage Database (Sources),Primary,94,,Volume,,,,,,,,,
3c8f779f-6cb6-4935-ad33-6f6d2cdfb30c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3ca2ee2f-7a71-449f-b2ed-c4749e51b011,"Mills, D. and Wheeler, R.",English,Lincoln Record Society,2004,,,,,Historic Town Plans of Lincoln 1610-1920,,3ca2ee2f-7a71-449f-b2ed-c4749e51b011,English,Lincoln Heritage Database (Sources),Primary,1983,,Volume,,,,,,,,,
3ca2ee2f-7a71-449f-b2ed-c4749e51b011,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3cb941a5-42f7-4e7a-9daf-00ae23570835,"Wragg, K.",English,City of Lincoln Archaeology Unit,1995,,,,,"71  Bailgate, Lincoln.  Archive Report.",,3cb941a5-42f7-4e7a-9daf-00ae23570835,English,Lincoln Heritage Database (Sources),Primary,1306,,Interim Report,,,,,,,,,
3cb941a5-42f7-4e7a-9daf-00ae23570835,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3cd6583e-f9e5-4d82-8500-b05e77c2aadf,"Stafford, P.",English,Leicester University Press,1985,,,,,The East Midlands in the early Middle Ages,,3cd6583e-f9e5-4d82-8500-b05e77c2aadf,English,Lincoln Heritage Database (Sources),Primary,431,,Volume,,,,,,,,,
3cd6583e-f9e5-4d82-8500-b05e77c2aadf,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3ce5eae7-e786-4d1c-9e0f-cc405a8fb15c,,English,Lincolnshire Topographical Society,1843,,,,,Proceedings of Lincolnshire Topographical Society 1,,3ce5eae7-e786-4d1c-9e0f-cc405a8fb15c,English,Lincoln Heritage Database (Sources),Primary,4089,,Journal,,,,,,,,,
3ce5eae7-e786-4d1c-9e0f-cc405a8fb15c,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3cf78e48-a3d3-470b-87e2-8b76561fd063,"Jones, M. J.",English,The Survey of Lincoln,2000,,,,,"Origins, to the end of the Roman period",,3cf78e48-a3d3-470b-87e2-8b76561fd063,English,Lincoln Heritage Database (Sources),Primary,2425,,Article,,,,,,,,,
3cf78e48-a3d3-470b-87e2-8b76561fd063,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3cfa4a22-79ae-4a1a-bdb7-5eae942ad2fa,"Savage, S.",English,PCAS Archaeology,2007,,,,,"Land at Wavell Drive, Lincoln. Archaeological Evaluation Report",,3cfa4a22-79ae-4a1a-bdb7-5eae942ad2fa,English,Archaeology Data Service Grey Literature Library,Primary,,,Evaluation Report,"<p><a href=""https://doi.org/10.5284/1017417"" target=""_blank"">https://doi.org/10.5284/1017417</a></p>
",,,,,,,,
3cfa4a22-79ae-4a1a-bdb7-5eae942ad2fa,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3d0eb455-c67c-48b1-a375-25a6565b25a7,"Hobson, M. S.",English,PCAS Archaeology,2012,,,,,"Land adjacent to Nursery Grove, Lincoln. Scheme of Archaeological Monitoring and Recording",,3d0eb455-c67c-48b1-a375-25a6565b25a7,English,Lincoln Heritage Database (Sources),Primary,2752,,Watching Brief Report,,,,,,,,,
3d0eb455-c67c-48b1-a375-25a6565b25a7,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3d1e36b4-dd85-4261-a970-8ef4a8e1e6d0,"Jarvis, M.",English,Mike Jarvis Archaeological Services,2006,,,,,"46 South Park, Lincoln. Archaeological Watching Brief",,3d1e36b4-dd85-4261-a970-8ef4a8e1e6d0,English,Lincoln Heritage Database (Sources),Primary,2006,,Watching Brief Report,,,,,,,,,
3d1e36b4-dd85-4261-a970-8ef4a8e1e6d0,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3d523259-2b5f-459a-b497-d67d2e43f1d4,,English,Archaeological Institute of Great Britain and Ireland,1893,,,,,Archaeological Journal 50,,3d523259-2b5f-459a-b497-d67d2e43f1d4,English,Lincoln Heritage Database (Sources),Primary,4213,,Journal,,,,,,,,,
3d523259-2b5f-459a-b497-d67d2e43f1d4,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3d6286ec-f7ce-409c-9f87-b36bf71590af,"Guy, C. J",English,,,,,,,Brayford Wharf East. Level III Archive Report,,3d6286ec-f7ce-409c-9f87-b36bf71590af,English,Lincoln Heritage Database (Sources),Primary,969,,Interim Report,,,,,,,,,
3d6286ec-f7ce-409c-9f87-b36bf71590af,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3d7e1242-18db-47d7-8332-6c78a592e3bd,"Wragg, K.",English,City of Lincoln Archaeology Unit,2002,,,,,"Greestone Centre, De Montford University, Lindum Road, Lincoln: Landscaping and External Works. Archaeological Watching Brief",,3d7e1242-18db-47d7-8332-6c78a592e3bd,English,Lincoln Heritage Database (Sources),Primary,1706,,Watching Brief Report,,,,,,,,,
3d7e1242-18db-47d7-8332-6c78a592e3bd,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3d9bd01c-a0e1-426b-a119-7d3e0aa8c323,"Burgess, A.",English,Wessex Archaeology,2013,,,,,"St Marks Street, Lincoln, Lincolnshire. Archaeological Watching Brief",,3d9bd01c-a0e1-426b-a119-7d3e0aa8c323,English,Lincoln Heritage Database (Sources),Primary,2997,,Watching Brief Report,,,,,,,,,
3d9bd01c-a0e1-426b-a119-7d3e0aa8c323,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3da4a0c8-980a-49c6-82d9-5440fab5af38,"Hockley, J.",English,City of Lincoln Archaeology Unit,1992,,,,,"Wm. Morrison new Supermarket, Tritton Road, Lincoln. Archaeological Watching Brief. Archive Report",,3da4a0c8-980a-49c6-82d9-5440fab5af38,English,Lincoln Heritage Database (Sources),Primary,1079,,Watching Brief Report,,,,,,,,,
3da4a0c8-980a-49c6-82d9-5440fab5af38,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3db32df5-aed4-4c89-a31c-ffc0c1ff2e22,"Binnall,  P. B. G.",English,Society of Antiquaries,1962,,,,,Notes on the Medieval Altars and Chapels in Lincoln Cathedral,,3db32df5-aed4-4c89-a31c-ffc0c1ff2e22,English,Lincoln Heritage Database (Sources),Primary,2267,,Article,,,,,,,,,
3db32df5-aed4-4c89-a31c-ffc0c1ff2e22,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3de2a529-8898-4e20-b5c3-5f37020bdf4a,"Hockley, J.",English,City of Lincoln Archaeology Unit,1992,,,,,Proposed Ropewalk to Carholme Road Link. Archaeological evaluation of geotechnical trial pits,,3de2a529-8898-4e20-b5c3-5f37020bdf4a,English,Lincoln Heritage Database (Sources),Primary,243,,Evaluation Report,,,,,,,,,
3de2a529-8898-4e20-b5c3-5f37020bdf4a,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3dee77c8-8893-4a83-ab37-c6b4ea0ea281,"Coppack, G.",English,Batsford/English Heritage,1990,,,,,Abbeys and Priories,,3dee77c8-8893-4a83-ab37-c6b4ea0ea281,English,Lincoln Heritage Database (Sources),Primary,1136,,Volume,,,,,,,,,
3dee77c8-8893-4a83-ab37-c6b4ea0ea281,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3df968f4-4b4d-4418-b6bd-4e24ba137bec,"Stocker, D. A.",English,Penguin Books,1989,,,,,Lincoln Cathedral,,3df968f4-4b4d-4418-b6bd-4e24ba137bec,English,Lincoln Heritage Database (Sources),Primary,449,,Volume,,,,,,,,,
3df968f4-4b4d-4418-b6bd-4e24ba137bec,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3e0acf9b-bcee-4e3a-a9d5-70eaf6c3b6f3,"Jones, Michael J.",English,British Archaeological Association,1986,,,,,Archaeology in Lincoln,,3e0acf9b-bcee-4e3a-a9d5-70eaf6c3b6f3,English,Lincoln Heritage Database (Sources),Primary,298,,Article,,,,,,,,,
3e0acf9b-bcee-4e3a-a9d5-70eaf6c3b6f3,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3e17c01a-bafd-4a21-80b9-19eb79fc39e2,"Camidge, K.",English,Lincoln Archaeological Trust,1984,,,,,The Roman well at St Paul-in-the-Bail,,3e17c01a-bafd-4a21-80b9-19eb79fc39e2,English,Lincoln Heritage Database (Sources),Primary,65,,Article,,,,,,,,,
3e17c01a-bafd-4a21-80b9-19eb79fc39e2,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3e274240-91f2-451d-818a-609813dfc331,"Le Patourel, J.",English,Medieval Pottery Research Group,1986,,,,,The fifth Gerald Dunning Memorial Lecture: Potters and Pots,,3e274240-91f2-451d-818a-609813dfc331,English,Lincoln Heritage Database (Sources),Primary,905,,Article,,,,,,,,,
3e274240-91f2-451d-818a-609813dfc331,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3e4b8fbc-9b6c-43c0-9711-16a2023ab1ec,"Hooper, Janet",English,City of Lincoln Archaeology Unit,1993,,,,,Lawn Kitchen Garden,,3e4b8fbc-9b6c-43c0-9711-16a2023ab1ec,English,Lincoln Heritage Database (Sources),Primary,249,,Article,,,,,,,,,
3e4b8fbc-9b6c-43c0-9711-16a2023ab1ec,,English,,,,,,,,,,English,,,,,,,,,,,,,,
3e5dfb56-38df-432b-bdab-cc3877fa3a64,"Wragg, K.",English,City of Lincoln Archaeology Unit,1996,,,,,Land Between Dixon Street and Coulson Road.  Archaeological Investigation.,,3e5dfb56-38df-432b-bdab-cc3877fa3a64,English,Lincoln Heritage Database (Sources),Primary,1273,,Watching Brief Report,,,,,,,,,
