ResourceID,Activity Method Type,Spatial Accuracy Qualifier,Compiler Name,Geometry Source,Spatial Metadata Description,Locality,Map Reference Name,Role,Activity Phase Description text,External Cross Reference Source,Activity Phase Description Type,External Cross Reference Notes,Road or Street Name,Town or City,To Date,Date Type,Area Type,Geometry,External Cross Reference Number,Number in Road or Street,Location Description Type,Map Reference Type,Postal Code,Activity Description Language,Activity Name,Activity Type,From Date,Location Description text,Location Description Language,Date of Compilation,Activity Description text,Area Name,File,Activity Description Type,Activity Phase Language,Activity Name Type,Resource ID
0a392970-2ce9-4d04-8692-c2bad5cde524,,,,,,,,,,,,,,,,,,,,,,,,,88-94 Dixon Street,,,,,,,,,,,Site Name,
0a47f38d-9a7c-49f0-8984-4165e2185732,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.536084 53.229401, -0.536103 53.229401, -0.536104 53.22939, -0.536085 53.22939, -0.536084 53.229401)))",11312,,,,,,Test Pit at Broadgate,TEST PIT,,,,,"Archaeological Evaluation in advance of the construction of the Premier Inn Hotel, consisting of 11 test pits, Test Pits 1-11. Test Pit 11, 2.5m deep. Below tarmac was crushed limestone and sand - make-up for the car park, below which was a layer of modern demolition deposit, sealing a layer of possible post-medieval made ground, 1.78m thick.",,,Summary,,Primary,
0a47f38d-9a7c-49f0-8984-4165e2185732,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2012.7,,,,,,,,,,,,,,,,,,
0a47f38d-9a7c-49f0-8984-4165e2185732,,,,,,,,,,,,,,,,,,,,,,,,,Former Save Filling Station,,,,,,,,,,,Site Name,
0a55895d-977f-430c-98df-063710c01f4b,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.572129479481253 53.2202189439871)),877,,,,,,Excavation at Swanpool/Catchwater Drain,EXCAVATION,,,,,Area 8 of fifteen. Kiln or burnt area,,,Summary,,Primary,
0a55895d-977f-430c-98df-063710c01f4b,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.54,,,,,,,,,,,,,,,,,,
0a55895d-977f-430c-98df-063710c01f4b,,,,,,,,,,,,,,,,,,,,,,,,,Swanpool Kiln 1987,,,,,,,,,,,Site Name,
0a566a0e-9f81-4cd8-8dc8-ea499577f13e,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.534547829691374 53.221147187381)),4197,,,,,,Photographic Survey at Canwick Road,PHOTOGRAPHIC SURVEY,,,,,The frontage of the buildings was recorded and photographed as part of 1998 Industrial Archaeology Survey project,,,Summary,,Primary,
0a566a0e-9f81-4cd8-8dc8-ea499577f13e,,,,,,,,,,,,,,,,,,,,,,,,,Canwick Road Business Park,,,,,,,,,,,Site Name,
0a60bbb0-d2c8-435d-ba10-10ef9c8041ae,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5435598290114499 53.2287999637079)),1160,,,,,,Excavation at Brayford Wharf North,EXCAVATION,,,,,Excavation site consisting of two north-south running trenches (Trenches 1 and 2) and a short W-E extension to Trench 1 (Trench 1a). This was in advance of the construction of a supermarket (MON1681). Area 2 of three. Trench 2.,,,Summary,,Primary,
0a60bbb0-d2c8-435d-ba10-10ef9c8041ae,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.64,,,,,,,,,,,,,,,,,,
0a60bbb0-d2c8-435d-ba10-10ef9c8041ae,,,,,,,,,,,,,,,,,,,,,,,,,Brayford Wharf North 1975,,,,,,,,,,,Site Name,
0a65fedf-5449-4063-a9ca-e5de8c9f3a82,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542714475632464 53.2281064188933)),4511,,,,,,Geotechnical Test Pit at Brayford Wharf East,GEOTECHNICAL TEST PIT,,,,,Geotechnical borehole 1 of three. BH1,,,Summary,,Primary,
0a65fedf-5449-4063-a9ca-e5de8c9f3a82,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,121.98,,,,,,,,,,,,,,,,,,
0a65fedf-5449-4063-a9ca-e5de8c9f3a82,,,,,,,,,,,,,,,,,,,,,,,,,Brayford Wharf East Flats,,,,,,,,,,,Site Name,
0a71f458-1028-4244-81cc-b3e9b83ad62c,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.55682200400599 53.2286825965362)),10516,,,,,,Watching Brief at Ruston Way,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of six geotechnical trial pits, TP 1-6 and three boreholes CPBH1-3 (G), in advance of construction of part of Brayford Enterprise Park. Borehole CPBH1 (G). No structures or archaeological features were recorded. Natural sand was at 3.10m AOD, with ground level at 5.30m",,,Summary,,Primary,
0a71f458-1028-4244-81cc-b3e9b83ad62c,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2008.67,,,,,,,,,,,,,,,,,,
0a71f458-1028-4244-81cc-b3e9b83ad62c,,,,,,,,,,,,,,,,,,,,,,,,,Ruston Way Office Park,,,,,,,,,,,Site Name,
0a84d248-deeb-4c27-a069-d3b32ffc2f33,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.541024163748198 53.2271508182646)),4660,,,,,,Watching Brief at 323 High Street,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of trial pits at pile-cap locations, part of groundworks for conversion of the building to an HMV retail shop. Basement: Trial pit 1 of twelve. Trial pit 1. Excavated to depth of 0.7m. Archaeological deposits were recorded, but there was no dating evidence.",,,Summary,,Primary,
0a84d248-deeb-4c27-a069-d3b32ffc2f33,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,224.98,,,,,,,,,,,,,,,,,,
0a84d248-deeb-4c27-a069-d3b32ffc2f33,,,,,,,,,,,,,,,,,,,,,,,,,323 High Street,,,,,,,,,,,Site Name,
0a9c3924-f09e-4d8d-ab6a-b9529e46a959,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.537203736706295 53.2293603941992)),1102,,,,,,Excavation at Broadgate,EXCAVATION,,,,,Area 8 of fifteen. Area  Z5b,,,Summary,,Primary,
0a9c3924-f09e-4d8d-ab6a-b9529e46a959,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,49.94,,,,,,,,,,,,,,,,,,
0a9c3924-f09e-4d8d-ab6a-b9529e46a959,,,,,,,,,,,,,,,,,,,,,,,,,Greyfriars Library Broadgate,,,,,,,,,,,Site Name,
0aa5fe63-55b3-476f-88f9-c847de1a66bb,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.543325887618031 53.2224504180176)),11272,,,,,,Watching Brief at 64 Monson Street,WATCHING BRIEF,,,,,"An archaeological watching brief was undertaken by PCAS on behalf of Beemac Construction during ground works for the conversion of the building to student accommodation, no deeper than 0.75m The excavators divided the site into 3 areas, but no plan showing the boundaries was produced; it is therefore treated as one area. Two stone walls and post-medieval demolition and make-up layers were recorded, with residual Roman and medieval pottery.",,,Summary,,Primary,
0aa5fe63-55b3-476f-88f9-c847de1a66bb,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,189.98,,,,,,,,,,,,,,,,,,
0aa5fe63-55b3-476f-88f9-c847de1a66bb,,,,,,,,,,,,,,,,,,,,,,,,,64 Monson Street,,,,,,,,,,,Site Name,
0aa9df05-66b4-41b0-bbf3-cd49ca4c2957,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.508148190611046 53.2205050238699)),4473,,,,,,Photographic Survey at Washingborough Road,PHOTOGRAPHIC SURVEY,,,,,Two brick buildings on the south side of Washingborough Road were recorded and photographed as part of 1998 Industrial Archaeology Survey project.,,,Summary,,Primary,
0aa9df05-66b4-41b0-bbf3-cd49ca4c2957,,,,,,,,,,,,,,,,,,,,,,,,,Sewage Works,,,,,,,,,,,Site Name,
0ab8568a-161f-4952-a513-63a9b10883c0,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.533923968389431 53.2350285222812)),4405,,,,,,Watching Brief at Minster Yard,WATCHING BRIEF,,,,,Archaeological monitoring and recording (watching brief). Area 3 of three. Recording of walls of toilet block in main building.,,,Summary,,Primary,
0ab8568a-161f-4952-a513-63a9b10883c0,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,94.96,,,,,,,,,,,,,,,,,,
0ab8568a-161f-4952-a513-63a9b10883c0,,,,,,,,,,,,,,,,,,,,,,,,,"The Priory, 2 Minster Yard",,,,,,,,,,,Site Name,
0ab9d3a7-61dc-48f5-a248-4b13f4c2d6a8,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.542923 53.233385, -0.542952 53.23339, -0.542955 53.233381, -0.542926 53.233377, -0.542923 53.233385)))",548,,,,,,Geotechnical Test Pit at Alexandra Terrace/Motherby Hill,GEOTECHNICAL TEST PIT,,,,,Pit 4 of four. A 2m deep hole revealed top soil to rubble to clay,,,Summary,,Primary,
0ab9d3a7-61dc-48f5-a248-4b13f4c2d6a8,,,,,,,,,,,,,,,,,,,,,,,,,"Walnut House, Alexandra Terrace",,,,,,,,,,,Site Name,
0ac63dcb-5557-4b7b-b26c-6460f9aafefa,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.551930234963254 53.2058255316712)),4158,,,,,,Photographic Survey at Newark Road,PHOTOGRAPHIC SURVEY,,,,,The frontage of the building was recorded and photographed as part of 1998 Industrial Archaeology Survey project,,,Summary,,Primary,
0ac63dcb-5557-4b7b-b26c-6460f9aafefa,,,,,,,,,,,,,,,,,,,,,,,,,Walkers Crisps,,,,,,,,,,,Site Name,
0ac8a1b0-a7ca-4095-9216-2e3f426ac25d,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.544357360641338 53.2309042908285)),159,,,,,,Watching Brief at Orchard Street,WATCHING BRIEF,,,,,At 70cm below modern ground level part of a stone coffin aligned east-west and many human bones were discovered by workmen. None of the bones was found inside the coffin. It is thought that the burial was associated with the medieval cemetery of St Stephens church,,,Summary,,Primary,
0ac8a1b0-a7ca-4095-9216-2e3f426ac25d,,,,,,,,,,,,,,,,,,,,,,,,,Orchard Street,,,,,,,,,,,Site Name,
0ad3c39a-23e2-11e9-ae3b-066e122e3f0a,Hand Excavation,,A MacIntosh,,,,,Curator,,,,,,,17/07/2015,Date of Creation,,GEOMETRYCOLLECTION (POINT (-0.5321289125227112 53.23976194859036)),,,,,,,ARCHAEOLOGICAL MONITORING & RECORDING AT 13-15 MANOR ROAD,WATCHING BRIEF,14/07/2015,,,29/01/2019,,,,,,Primary,
0ad6a8cd-b9ff-42f9-8bc7-ede487f02560,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5376432165646799 53.2340493888774)),7614,,,,,,Building Survey at 17 Minster Yard,BUILDING SURVEY,,,,,"The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln. Survey no S36.",,,Summary,,Primary,
0ad6a8cd-b9ff-42f9-8bc7-ede487f02560,,,,,,,,,,,,,,,,,,,,,,,,,"17 Minster Yard, the Subdeanery",,,,,,,,,,,Site Name,
0ae5a724-e7df-4899-8e49-f32eb8326c49,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.535498953170258 53.235416457737)),288,,,,,,Excavation at Eastgate/East Bight,EXCAVATION,,,,,Further excavations at the north tower of Eastgate produced Roman and post-medieval pottery. Part of eg63-6 site code?,,,Summary,,Primary,
0ae5a724-e7df-4899-8e49-f32eb8326c49,,,,,,,,,,,,,,,,,,,,,,,,,Eastgate/East Bight,,,,,,,,,,,Site Name,
0b03c073-f6dd-4c57-8a9f-265bd3a2d563,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.535787482063699 53.2326691729111)),10819,,,,,,Building Survey at Lindum Road,BUILDING SURVEY,,,,,Programme of archaeological recording of a section of the Close Wall revealed after the collapse of an attached orangery wall.,,,Summary,,Primary,
0b03c073-f6dd-4c57-8a9f-265bd3a2d563,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2007.62,,,,,,,,,,,,,,,,,,
0b03c073-f6dd-4c57-8a9f-265bd3a2d563,,,,,,,,,,,,,,,,,,,,,,,,,"Close Wall, Greestone Centre",,,,,,,,,,,Site Name,
0b0960b9-0019-4be5-9d99-98d8322cea71,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538835889123869 53.2329043515412)),9712,,,,,,Watching Brief at 11 Steep Hill,WATCHING BRIEF,,,,,Voluntary observation on the removal of a section of stone wall to insert a toilet.,,,Summary,,Primary,
0b0960b9-0019-4be5-9d99-98d8322cea71,,,,,,,,,,,,,,,,,,,,,,,,,11 Steep Hill,,,,,,,,,,,Site Name,
0b0c27c2-3fe9-495d-a5d9-a7574d07b516,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.537398 53.23197, -0.537397 53.231997, -0.537427 53.231997, -0.537428 53.23197, -0.537398 53.23197)))",6829,,,,,,Trial Trench at Flaxengate/Danesgate/Danes Terrace,TRIAL TRENCH,,,,,"Archaeological excavation site in advance of the construction of the proposed City and County Museum. Trench two of five, 3m x 2m. Trench 2. Deposits dating from the late medieval, early modern and modern periods were recorded down to the limit of excavation at 1.85m below the surface (no structures).",,,Summary,,Primary,
0b0c27c2-3fe9-495d-a5d9-a7574d07b516,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2001.5,,,,,,,,,,,,,,,,,,
0b0c27c2-3fe9-495d-a5d9-a7574d07b516,,,,,,,,,,,,,,,,,,,,,,,,,Proposed City and County Museum,,,,,,,,,,,Site Name,
0b0e1d21-908e-4299-b202-8eeb7d8092af,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.517480956687556 53.2534247293906)),8026,,,,,,Trial Trench at Nettleham Road,TRIAL TRENCH,,,,,"Archaeological Evaluation in advance of development, consisting of 14 trial trenches. Trench 8, 20m x 1.6m. No archaeological features were recorded",,,Summary,,Primary,
0b0e1d21-908e-4299-b202-8eeb7d8092af,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2003.374,,,,,,,,,,,,,,,,,,
0b0e1d21-908e-4299-b202-8eeb7d8092af,,,,,,,,,,,,,,,,,,,,,,,,,Land off Nettleham Road,,,,,,,,,,,Site Name,
0b2842f9-84a3-4647-a862-7f9f90b07902,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.520075740628161 53.2299220752107)),8120,,,,,,Earth Resistance (Resistivity) Survey at Monks Road,EARTH RESISTANCE (RESISTIVITY) SURVEY,,,,,Geophysical resistivity survey of the site as part of public consultation and involvement process.,,,Summary,,Primary,
0b2842f9-84a3-4647-a862-7f9f90b07902,,,,,,,,,,,,,,,,,,,,,,,,,Monks Abbey,,,,,,,,,,,Site Name,
0b2bb4e4-3891-4911-9881-285215ef5ccf,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.538563180974845 53.2347528732287)),10383,,,,,,Building Survey at 6 Bailgate,BUILDING SURVEY,,,,,"The history of the plot was examined, and buildings surveyed, as part of The Survey of Ancient Houses in Lincoln.  Survey no. S109",,,Summary,,Primary,
0b2bb4e4-3891-4911-9881-285215ef5ccf,,,,,,,,,,,,,,,,,,,,,,,,,6 Bailgate,,,,,,,,,,,Site Name,
0b396cfa-f1a3-4342-ab04-881d20dd7d64,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.536325019687662 53.236676162934)),5381,,,,,,Watching Brief at 12 James Street,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks for the erection of a conservatory. Trenches 0.4m deep revealed no archaeological deposits, the excavated material being recently disturbed 19th/20th century soil.",,,Summary,,Primary,
0b396cfa-f1a3-4342-ab04-881d20dd7d64,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2000.188,,,,,,,,,,,,,,,,,,
0b396cfa-f1a3-4342-ab04-881d20dd7d64,,,,,,,,,,,,,,,,,,,,,,,,,12 James Street,,,,,,,,,,,Site Name,
0b3a8da1-7bf5-480d-8cd2-ad454aad6f9c,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.541229852695737 53.2281511859628)),3160,,,,,,Topographic Survey at St Benedicts Square/High Street,TOPOGRAPHIC SURVEY,,,,,History and description of church,,,Summary,,Primary,
0b3a8da1-7bf5-480d-8cd2-ad454aad6f9c,,,,,,,,,,,,,,,,,,,,,,,,,St Benedicts Church,,,,,,,,,,,Site Name,
0b5f3734-723d-4172-ba4c-6be6c214ccac,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.520319059696042 53.2298172200525)),1336,,,,,,Excavation at Monks Road,EXCAVATION,,,,,Area 5 of twelve. Trial hole 5,,,Summary,,Primary,
0b5f3734-723d-4172-ba4c-6be6c214ccac,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2007.176,,,,,,,,,,,,,,,,,,
0b5f3734-723d-4172-ba4c-6be6c214ccac,,,,,,,,,,,,,,,,,,,,,,,,,Monks Abbey 1983,,,,,,,,,,,Site Name,
0b63a745-0918-4dc1-9494-69a8867080a0,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.541919683283154 53.2303351188995)),7775,,,,,,Watching Brief at Beaumont Fee,WATCHING BRIEF,,,,,"Observation of test pit c.1m deep, revealed modern disturbed material. No archaeological finds or features were visible.",,,Summary,,Primary,
0b63a745-0918-4dc1-9494-69a8867080a0,,,,,,,,,,,,,,,,,,,,,,,,,Hub Voluntary Sector Building,,,,,,,,,,,Site Name,
0b73af81-dcfb-4c8d-8fcc-cb9e098596b2,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.52944838272321 53.227467035695)),9368,,,,,,Borehole Survey at Waterside South,BOREHOLE SURVEY,,,,,Archaeological Evaluation in advance of redevelopment consisting of two trial trenches and a programme of environmental sampling. Borehole 4;  BH4. At between 0.8m and 1m AOD glacial sands and gravels on the north bank of the ancient Witham channel were recorded.,,,Summary,,Primary,
0b73af81-dcfb-4c8d-8fcc-cb9e098596b2,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.151,,,,,,,,,,,,,,,,,,
0b73af81-dcfb-4c8d-8fcc-cb9e098596b2,,,,,,,,,,,,,,,,,,,,,,,,,Land to the north of Starglaze Windows,,,,,,,,,,,Site Name,
0b8a1a4e-910b-4556-a238-6b6c6e679cfa,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.532599593320826 53.2382664753905)),9415,,,,,,Watching Brief at Nettleham Road,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during the excavation of foundation and service trenches, and topsoil stripping. Trench eleven of twelve. Trench 11. Subsoil/demolition was overlain by topsoil, hardcore and tarmac.",,,Summary,,Primary,
0b8a1a4e-910b-4556-a238-6b6c6e679cfa,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2005.138,,,,,,,,,,,,,,,,,,
0b8a1a4e-910b-4556-a238-6b6c6e679cfa,,,,,,,,,,,,,,,,,,,,,,,,,The Lincoln Nuffield Hospital,,,,,,,,,,,Site Name,
0b90a689-12ee-479b-8701-a407a9944022,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.541911642252366 53.2063146662882)),523,,,,,,Watching Brief at Cross OCliff Road,WATCHING BRIEF,,,,,Section 5 of six. This section cut to a depth of 1.40 - 2.0m showed orange brown clay at limit overlain by orange sand. Both layers were possibly cut by a feature with a fill of light grey clay that lay directly beneath the topsoil,,,Summary,,Primary,
0b90a689-12ee-479b-8701-a407a9944022,,,,,,,,,,,,,,,,,,,,,,,,,Cross OCliff Hill Water Main,,,,,,,,,,,Site Name,
0ba57193-a5cc-4832-a8cf-93ec616367a1,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.555223171175828 53.2290048334654)),4543,,,,,,Trial Trench at Green Lane/Ropewalk,TRIAL TRENCH,,,,,"Archaeological evaluation excavation carried out in advance of development. Trial trench 1 of three. Trench 1, 10m x 2m x 0.95m deep.  Nothing of archaeological interest was revealed earlier than modern make-up.",,,Summary,,Primary,
0ba57193-a5cc-4832-a8cf-93ec616367a1,,,,,,,,,,,,,,,,,,,,,,,,,Land north of Green Lane/Ropewalk,,,,,,,,,,,Site Name,
0bb13175-eb21-4537-a6d8-858be6bc1436,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542914860226237 53.2266165884809)),8006,,,,,,"Building Survey at Wigford (Yard), High Street",BUILDING SURVEY,,,,,Photographic record of the building in advance of demolition in 2004.,,,Summary,,Primary,
0bb13175-eb21-4537-a6d8-858be6bc1436,,,,,,,,,,,,,,,,,,,,,,,,,Former Packhorse Inn Maltings,,,,,,,,,,,Site Name,
0bbaca6d-d667-4ba0-a4f3-9881a222607e,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,"GEOMETRYCOLLECTION (POLYGON ((-0.517091 53.253929, -0.517389 53.253947, -0.517391 53.253933, -0.517093 53.253914, -0.517091 53.253929)))",8028,,,,,,Trial Trench at Nettleham Road,TRIAL TRENCH,,,,,"Archaeological Evaluation in advance of development, consisting of 14 trial trenches. Trench 10, 20m x 1.6m. No archaeological features were recorded",,,Summary,,Primary,
0bbaca6d-d667-4ba0-a4f3-9881a222607e,,,,,,,,,,Lincoln City and County Museum,,,,,,,,,2003.374,,,,,,,,,,,,,,,,,,
0bbaca6d-d667-4ba0-a4f3-9881a222607e,,,,,,,,,,,,,,,,,,,,,,,,,Land off Nettleham Road,,,,,,,,,,,Site Name,
0bbae907-84c5-4e16-85d0-30e51bb6a836,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.542578035660874 53.2312421338795)),160,,,,,,Watching Brief at Beaumont Fee,WATCHING BRIEF,,,,,Victorian brick well found during construction of car park/road.,,,Summary,,Primary,
0bbae907-84c5-4e16-85d0-30e51bb6a836,,,,,,,,,,,,,,,,,,,,,,,,,Beaumont Manor Beaumont Fee,,,,,,,,,,,Site Name,
0bd4fbb1-7292-42ea-a2a8-8f160c379de9,,,Michael Dore,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.532149618184603 53.2352134480426)),511,,,,,,Watching Brief at Greetwellgate,WATCHING BRIEF,,,,,"The building of an extension revealed material which included mortar, charcoal, pebbles and clay pipe fragments. Also some coursed stone (?wall) was visible, thought to be associated with the building to the west",,,Summary,,Primary,
0bd4fbb1-7292-42ea-a2a8-8f160c379de9,,,,,,,,,,,,,,,,,,,,,,,,,1 Greetwellgate,,,,,,,,,,,Site Name,
0be2c64a-71fe-4bd3-8182-b17b81e81d5c,,,John Herridge,,,,,,,Lincoln Heritage Database,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5355808823727271 53.2325767385247)),7798,,,,,,Greestone Centre,WATCHING BRIEF,,,,,"Archaeological monitoring and recording (watching brief) during groundworks for the construction of a studio/pavilion for the University of Lincoln. Four foundation trenches were observed. A number of archaeological deposits were observed, some of which could be dated to the 13th century.",,,Summary,,Site Name,
0be2c64a-71fe-4bd3-8182-b17b81e81d5c,,,,,,,,,,,,,,,,,,,,,,,,,Watching Brief at Lindum Road/Temple Gardens,,,,,,,,,,,Primary,
