ResourceID,Evidence,Asset Description Type,Heritage Asset Name,Statutory name,Map Reference Type,Dimension Value,Production Technique,Area Type,External Cross Reference Number,Monument Phase,Material Name,Resource ID,Date of Assessment,Designation or Protection Type,Designation or Protection To Date,Area Name,Road or Street Name,Number in Road or Street,Dimension Type,Rights Holder,Role,Geometry,Asset Type,Production Method,Dimension Measurement Unit,Spatial Metadata Description,Occupancy,End of TimeSpan,Locality,Inscription Content,Geometry Source,Postal Code,Description Language,Right Type,External Cross Reference Notes,Organization Name,Caption,Designation Description,Cultural Period,Date of Compilation,File,Designation Description Type,Condition Type,Location Description Type,From Date,Date Type,Asset Description,Image File,Spatial Accuracy Qualifier,Measurement Type,Town or City,Risk Level,External Cross Reference Source,Description Language,Rights Note,To Date,Location Description,Material Type,Grade,Designation Activity Name Type,Inscription Note,Compiler Name,Begin of TimeSpan,Image File,Language,Asset Name Type,Map Reference Name,Created By Actor(s),Designation Activity Name,Designation or Protection From Date
a76d975e-e4fc-11e9-ae3b-066e122e3f0a,EXTANT BUILDING,Statutory,CHURCH OF ST PETER AT GOWTS,,,,,,,5c2e611d-1c57-4836-8236-1531a7f05a9c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54382868 53.22175861)),CHURCH,,,,,,,,,,English,,,,,,EARLY MEDIEVAL,,,,,,1000,,"<p>Church. C11, C12, C13, C14. North aisle and porch 1852, by W A Nicholson. Chancel enlarged 1887 by C H Fowler. Coursed rubble and dressed stone, with ashlar dressings and slate roofs. PLAN: west tower, nave and chancel under continuous roof, 2 aisles, porch, organ chamber, vestry, south chapel. EXTERIOR: west tower, unbuttressed, 2 stages, has chamfered plinth, quoins, string course, eaves band, coped parapet and pyramidal roof. Round headed west doorway, C19, with relief in tympanum. Above, a round headed window, and above again, a clock and a similar window, both with hoodmoulds. South side has another window. Recessed bell stage has on each side double round headed openings with mid wall shafts and fluted capitals. Nave has coped gable and C19 turret-shaped chimney in south-east corner. South-east side has 3 restored 2-light pointed arched windows above the chapel. North aisle, 3 bays, has buttresses, chamfered plinth and eaves and coped gables. Decorated style windows, 2 and 3 lights, with hoodmoulds. Gabled north porch has matching doorway. South aisle, C13, 3 bays, has chamfered plinth and coped gables. South side has 3 buttresses. To left, a blocked doorway. To right, 2 Decorated windows, 4 and 3 lights, with hoodmoulds. North-east chapel and organ chamber, 2 storeys, has coped east gable with a stack and a timber framed west gable with a window with wooden mullions. North side has a pointed arched door flanked by a stone mullioned window and a Decorated 3-light window. East end has a 2-light pointed arched window on each floor. Vestry, C19, has parapet and a pointed arched north door. 2 and 3 light pointed arched windows throughout. Chancel has coped east gable, sill band and linked hoodmoulds. 3 round headed windows, and single round window above. South side has low round headed windows to left and to right, three C19 ogee headed lancets. South chapel, 2 bays, built 1347 as a chantry, has corner and angle buttresses, plinth and coped gables with kneelers. South side has two 3-light pointed arched windows with intersecting tracery, and east end has a similar window. INTERIOR: tower arch has plain imposts and a C19 wooden screen and gallery. Triangular headed doorway above. Nave has north arcade, C19, 4 bays, with concave sided octagonal piers with 4 keeled shafts, stiff leaf capitals, and double chamfered arches with hoodmoulds. Similar south arcade has a C14 eastern bay with octagonal responds, moulded capitals and no hoodmoulds. Arch braced king post roof with struts, C19. North aisle has west and north-west windows, c1891, by Kempe. Wooden arch to chapel at east end. Both aisles have lean-to roofs, C19. North chapel and organ chamber has to north a marble and ashlar aumbry, C19, with shafts. Canted barrel vaulted wooden roof with painted decoration. South chapel has to west a double chamfered arch with demi-shafts. North-east corner has a tomb recess to Radulfus Jolyf, 1347, with inscribed soffit and hoodmould with triple shafts. Beside it, remains of a squint and 2 corbels. Arch braced king post roof, C19, with painted decoration. Chancel, archless, has a hanging rood, 1920, by Temple Moore, and painted barrel vaulted roof. North side has a 2 bay arcade to the chapel and organ chamber, with Perpendicular style wooden screens. East end has a Perpendicular style stone reredos with figures, C20. East and south-west windows all C19 stained glass. South side has to east a restored ogee headed piscina. FITTINGS: include a C11 tub font with blind arcading, on a renewed stem. Other fittings C19. MEMORIALS: include 12 late C18 and C19 tablets, and a war memorial board, 1918. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 499-500).</p>
",,,,,,,English,,,,,Grade I,,,,,,,Statutory,,,,08/10/1953
aa3954a2-5241-11ea-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,ARCHWAY ATTACHED TO NUMBER 14 CASTLE VILLA (NUMBER 14 NOT INCLUDED),,,,,,1388506,ee244be3-f179-4df6-aad5-8eba9db6e2b6,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.54084047 53.23387606)),ARCH,,,,,,,,,,,,,,,,MEDIEVAL,,,,,,1200,,"<p>Formerly known as: West side entrance of No 14 DRURY LANE. Archway. Late C11-late C13. Attached to the west gable of a house c1870. Reset roll moulded archway with a large foliate boss and round responds, and a late C18 iron overthrow. The medieval fragments are said to have come from the Priory of St Catherine. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 517).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
ab4f5bc8-5c7a-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"25 AND 27, EASTGATE",,,,,,1388530,ab322fd7-7acf-4712-8825-f66e5aa6db1c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53345343 53.23520577000001)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1700,,"<p>2 houses. Early C18, with C18 and mid C19 alterations, and extensive additions at the rear of No.25. Coursed rubble and brick, with slate and plain tile roofs, and 3 gable and 2 ridge stacks. Stone plinths, single coped gable, coped parapet. 2 storeys plus attics, 11 unequal bays. Windows are mainly glazing bar sashes. No.25, to left, has mid C19 stone doorcase with cornice and barred sidelights. To left, 2 sashes, and to right, 3 sashes. No.27 has a fielded 6-panel door with 2 glazed panels and wooden surround, flanked to left by 2 sashes and to right by a single sash. Beyond, a triple sash. Above, 10 sashes, 3 towards the right with keystones. No.25 has 3 segment headed dormers with sliding sashes. INTERIOR: No.25 has a resited mid C19 Imperial staircase with twist balusters, in a full-height hall with linenfold panelling and scissor braced roof. No.27 has a C18 winder stair with stick balusters, restored principal rafter roof with collars, and six C18 fielded 2-panel doors. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 515).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
ab519e92-f99c-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"2, EXCHEQUERGATE",,,,,,1388539,bc30134d-0270-4898-adf4-6866e049df7c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53835464 53.23427711)),HOUSE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1450,,"<p>House, now a shop and offices, incorporating a late C15 timber framed partition and stone south wall. Late C15, rebuilt 1834-48. Brick and coursed rubble with stucco front, and gabled and hipped slate and pantile roofs with a gable stack. Plinth and first floor band. 3 storeys, 2 bays. L-plan. To left, a renewed mid C19 wooden shopfront with a central doorway flanked by single windows, all under a fascia and cornice. Beyond, to left, a C20 half-glazed door. To right, a C19 shop window flanked by single doorways with keystones, that to left altered to form a showcase. Above, 2 canted wooden oriel windows with plain sashes. Above again, 3 plain sashes. INTERIOR has a close studded partition wall with an arch brace to the end post. Late C15 moulded wall plate and spine beam. This building incorporates significant remains of a range of shop units forming the south side of the Exchequergate barbican in medieval times. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 484; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1987-: 92-101).</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,02/10/1969
ab6c3dd6-4cfa-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,"3, CASTLE HILL",,,,,,1388482,f6f2b4c3-2bf4-48f3-a2c1-84b08148ffd6,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5389702200000001 53.23423971)),HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1800,,"<p>Formerly known as: No.3 Lincolnshire and Humberside Trust for Nature Conservation CASTLE HILL. House, now a house and shop. Early C19, with mid C19 additions. Brick with stucco fronts and hipped slate roof with single gable and side wall stacks. Plinth, rounded corner, moulded eaves. 3 storeys, 2 bays. North front has a central bow window with cornice and triple glazing bar sashes. Above it, a C19 canted bay window with plain sashes. Above again, a segment headed glazing bar sash. Right return, to Drury Lane, has a C20 pedimented doorcase flanked by a part-glazed 6-panel door and a sash. Above, to right, a C19 round headed window, and a sash. Above again, to right, a sash. All these sashes have glazing bars. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
ab7ee892-5c7b-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,ELEPHANT INN,,,,,,1388531,331d8c68-93d0-4c02-b837-b78eaa267189,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53467117 53.2350859)),PUBLIC HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1695,,"<p>Includes: No.3 Elephant Inn PRIORYGATE. Former public house (the Elephant Inn), and adjoining house. Now the cathedral Clerk of Works office. 1695 and early C18, altered 1825, late C19 and 1929. Stone, stucco and brick, with plain tile and pantile roofs with 3 brick gable stacks. L-plan. EXTERIOR: former public house, fronting Priorygate, stucco, 2 storeys plus garrets, 2 bays. Rusticated ground floor, first floor band, wooden modillion eaves. Off-centre round headed rusticated doorcase with 6-panel door and fanlight. Over it, a datestone, 1695. To left, a 16-pane sash, and above, two 12-pane sashes. East block, fronting Eastgate, 2 storeys, 3 bays, has to north a central lean-to porch, mid C20, flanked to right by a glazing bar sash. To left, a single storey addition, dated 1929, with parapet. To right, an extruded corner, 2 storeys. Above, 2 segment headed glazing bar sashes. At the rear, a single storey addition, L-plan, with hipped roof. Above, a segment headed 12-pane sash, and above again, a box dormer with a 3-light casement. INTERIOR: No.28 has on the ground floor a late C17 panelled room with moulded cornice, fielded 6-panel door in moulded surround, and an enriched Classical style fireplace with hob grate. No.29 has a late C17 oak dogleg stair, 4 flights, square newels and acorn drops, turned balusters and moulded handrail. Top landing has similar balustrade. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 495; Jones S: The Survey of Ancient Houses in Lincoln: Lincoln: 1984-: 19-22).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,08/10/1953
abd84828-4cf5-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,FORMER CHAPELS AT THE OLD CEMETERY,,,,,,1388477,dcc683db-cac3-48be-a36e-002085a70250,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.52933297 53.21815557)),CEMETERY CHAPEL,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1856,,"<p>Pair of former chapels, now disused. 1856. By Michael Drury. Coursed and squared rubble with ashlar dressings and plain tile roof. Gothic Revival style with pointed arched windows and Geometrical tracery. EXTERIOR: chamfered and moulded plinth, sill band, moulded eaves, coped gables with crosses and finials. North side has a central gable with an archway and shafts, flanked by single gabled buttresses. Beyond, single blocked 3-light windows. To left, the octagonal east chapel has angle buttresses and 3 gables, each with a 4-light window. Roof gablets. Fleche removed. To right, west chapel with apsidal end and buttresses, 3 bays, with six 2-light windows with hoodmoulds. In the north gable, a 5-light window. Square north-west tower, 3 stages, has to north a gabled doorway with shafts. Above, a trefoiled vescia piscis and to east, a 2-light window. Third stage has a foiled corbel table and to north, a rose window. On the other sides, 3-light windows. Spire removed. INTERIOR: east chapel has an arch braced conical roof with collars forming a corona. West chapel has a moulded stone arch to the apse, and an arch braced double purlin roof. Both chapels have foliage corbels. The cemetery was laid out by Henry Goddard. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 502-503).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,15/08/1973
ada0def6-4dac-11ea-ae3c-066e122e3f0a,EXTANT STRUCTURE,Statutory,WATER TOWER,,,,,,1388494,39cc81f1-03b6-462a-96a1-c6b5415cf795,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5410618 53.23662061)),WATER TOWER,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1911,,"<p>Water tower. Dated 1911. By Sir Reginald Blomfield. Tooled ashlar facing on a brick core, with a pyramidal slate roof. Baroque Revival detailing. Battered plinth, clasping pilasters, plain parapet on corbels. 2 stages. Square plan, with on each side a projecting centre with rebated corners and 5 small windows. South front has a massive door surround with channelled rustication and a cove-moulded round headed doorway with keystone, double doors and fanlight. Above it, an inscribed datestone. Second stage has a central bracketed canopy on each side, with the City arms in a cartouche to the south, and round windows in the remainder. Flanking panels have fleurs-de-lys in relief. The iron water tank is carried on a brick cylinder. The structure was given an elaborate ashlar facing to blend with the nearby historic buildings. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 507; Fellows RA: Sir Reginald Blomfield - an Edwardian architect).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,15/08/1973
afebb51c-f192-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,JEWS COURT,JEWS COURT,,,,,1388769,3b0cd8b3-be6f-4813-9958-18ae893dc82c,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5387230200000001 53.23225896)),HOUSE,,,,,,,,,,English,,,,,,MEDIEVAL,,,,,,1170,,"<p>House, now shop. c1170, altered C18, refenestrated early C19 and C20. Coursed rubble and dressed stone with plain tile roof, 2 brick gable stacks and a side wall stack. Deep plinth with tile coping. 3 storeys plus attics, 3 bays. Central half-glazed 2-leaf door, C20. To left, a plank door, late C18, and glazing bar shop window, under a common wooden lintel. To right, a recess containing a late C18 beaded plank door and a glazing bar shop window, under a common wooden lintel. Above, on each floor, two 3-light sliding sashes, all with wooden lintels. Above again, 2 segment headed dormers with 2-light casements. INTERIOR not inspected. This is an important early Medieval domestic building, and is said to have been used as a synagogue. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 519).</p>
",,,,,,National Heritage List for England,English,,,,,Grade I,,,,,,,Statutory,,,,
b01e719a-4cf6-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,LODGE AND ADJOINING OUTBUILDING AT THE OLD CEMETERY,,,,,,1388478,87370496-1dc3-48e9-a932-5056599b643e,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53259866 53.21901388)),CEMETERY LODGE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1856,,"<p>Lodge and adjoining outbuilding. 1856. By Michael Drury. Coursed and squared rubble with ashlar dressings, and plain tile roof with 2 external side wall stacks with octagonal shafts. Chamfered plinth, first floor band, coped gables with kneelers. Windows are mainly stone mullioned traceried lancets. 2 storeys, 2 bays. L-plan. South side has a gabled wing to right, with a triangular bay window with a slab roof and 2 stepped 3-light lancets on each side. Above it, a hipped canted bay window with 4 lancets. To the left, a valanced wooden porch enclosure with a segmental pointed door in the eastern return angle. The west gable has two 2-light lancets and above, a canted hipped stone oriel window on a bracket. East gable has an external stack enclosing a single lancet. Single storey outbuilding, L-plan, to the north-east, has an octagonal ridge stack. INTERIOR not inspected. The cemetery was laid out by Henry Goddard. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 502-503).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,15/08/1973
b06e854a-f99f-11e9-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,CHURCH OF ST HELEN,,,,,,1388566,a9d821a7-8b05-41f3-83c0-2b1d6250b1e2,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.5571009099999999 53.21013461)),CHURCH,,,,,,,,,,English,,,,,,VICTORIAN,,,,,,1864,,"<p>Church. C13. Chancel rebuilt 1864 by Michael Drury. Nave extended and restored 1887 by C H Fowler. Dressed stone and ashlar with slate roofs and a side wall stack. Nave with western bellcote, and chancel. EXTERIOR: chamfered plinths and eaves, coped gables with crosses. Nave, 3 bays, has buttressed north side with 2 flat headed Decorated windows and to their right, a smaller 4-centred arched window. South side has 2 buttresses and 2 mid C14 ogee headed 2-light windows. To left, a small single lancet. West end has a central C19 4-centred arched door with flat head, and above it, a Decorated 2-light window, both with hoodmoulds. Above again, a square wooden bellcote, shingled, with louvred openings, topped with a concave sided octagonal spire with weathercock. Chancel, 2 bays, has on either side a central buttress flanked by single lancets. East end has angle buttresses and a 3-light window with Geometrical tracery, hoodmould and mask stops. Above it, a trefoil containing a crest. INTERIOR: nave has a blocked south arcade, C13, 2 bays, with an octagonal pier with 4 detached shafts. Octagonal responds with nailhead bands, and double chamfered arches with hoodmoulds and mask stops. Two mid C19 stained glass windows. North-west window has stained glass and brass c1914. Panelled barrel vaulted wooden roof with bosses. West end has a C19 2 storey gallery with traceried balustrade and winder stair. Chancel has a double chamfered arch, C13, with octagonal responds and capitals. Single windows to north, south and east, with late C19 stained glass. Principal rafter roof with arch braces on corbels. FITTINGS include a good square baluster shaped font, C18, inscribed &quot;Boultham Church&quot;, and a desk with reused C18 fleur-de-lys ends. C19 fittings include octagonal oak skeleton pulpit, traceried stalls, wrought-iron altar rail and plain octagonal font. MEMORIALS include 2 tablets, mid C19, and 3 brasses c1900, all to the Ellison family of Boultham Hall. Brass war memorial tablet, 1919. (Buildings of England : Lincolnshire: Pevsner N: Lincolnshire: London: 1989-: 526).<br />
&nbsp;</p>
",,,,,,National Heritage List for England,English,,,,,Grade II*,,,,,,,Statutory,,,,08/10/1953
b4eee516-4822-11ea-ae3c-066e122e3f0a,EXTANT BUILDING,Statutory,DW HOTEL BAR AND RESTAURANT,,,,,,1388447,dd370ceb-86a3-4d4a-9fa1-26d4b63834de,,,,Listed Building,,,,,,,,GEOMETRYCOLLECTION (POINT (-0.53850919 53.23677812)),PUBLIC HOUSE,,,,,,,,,,,,,,,,POST MEDIEVAL,,,,,,1600,,"<p>Public house, now a hotel and restaurant. C17, refronted C18, with late C19 alterations. Brick and stucco, with pantile roof and a ridge stack. Probably originally timber framed. First floor band, sprocketed modillion eaves. 2 storeys, 4 bays. Main block has a late C19 shopfront with panelled pilasters and cornice. Central doorway with blocked fanlight, flanked by single basket arched windows with leaded toplights. To left, a blocked segment headed door, now a showcase. Above, 2 segment headed plain sashes. Principal rafter truss with collar exposed in north gable. INTERIOR not inspected.<br />
&nbsp;</p>
",,,,,,National Heritage List for England,,,,,,Grade II,,,,,,,Statutory,,,,02/10/1969
